target_date,physical_acquisition_id,acquisition_local_date,lag_days
2023-08-29,sentinel-2b|2023-08-16T18:29:19.024000Z|R27|GS2B_20230816T182919_033658,2023-08-16,13
2023-08-29,sentinel-2b|2023-08-26T18:29:19.024000Z|R27|GS2B_20230826T182919_033801,2023-08-26,3
2023-09-06,sentinel-2a|2023-07-12T18:29:21.024000Z|R27|GS2A_20230712T182921_042066,2023-07-12,56
2023-09-06,sentinel-2a|2023-07-22T18:29:21.024000Z|R27|GS2A_20230722T182921_042209,2023-07-22,46
2023-09-06,sentinel-2a|2023-08-01T18:29:21.024000Z|R27|GS2A_20230801T182921_042352,2023-08-01,36
2023-09-06,sentinel-2a|2023-08-11T18:29:21.024000Z|R27|GS2A_20230811T182921_042495,2023-08-11,26
2023-09-06,sentinel-2a|2023-08-21T18:29:21.024000Z|R27|GS2A_20230821T182921_042638,2023-08-21,16
2023-09-06,sentinel-2a|2023-08-31T18:29:21.024000Z|R27|GS2A_20230831T182921_042781,2023-08-31,6
2023-09-06,sentinel-2b|2023-07-17T18:29:19.024000Z|R27|GS2B_20230717T182919_033229,2023-07-17,51
2023-09-06,sentinel-2b|2023-07-27T18:29:29.024000Z|R27|GS2B_20230727T182929_033372,2023-07-27,41
2023-09-06,sentinel-2b|2023-08-06T18:29:19.024000Z|R27|GS2B_20230806T182919_033515,2023-08-06,31
2023-09-06,sentinel-2b|2023-08-16T18:29:19.024000Z|R27|GS2B_20230816T182919_033658,2023-08-16,21
2023-09-06,sentinel-2b|2023-08-26T18:29:19.024000Z|R27|GS2B_20230826T182919_033801,2023-08-26,11
2023-09-06,sentinel-2b|2023-09-05T18:29:19.024000Z|R27|GS2B_20230905T182919_033944,2023-09-05,1
2023-09-14,sentinel-2a|2023-07-22T18:29:21.024000Z|R27|GS2A_20230722T182921_042209,2023-07-22,54
2023-09-14,sentinel-2a|2023-08-01T18:29:21.024000Z|R27|GS2A_20230801T182921_042352,2023-08-01,44
2023-09-14,sentinel-2a|2023-08-11T18:29:21.024000Z|R27|GS2A_20230811T182921_042495,2023-08-11,34
2023-09-14,sentinel-2a|2023-08-21T18:29:21.024000Z|R27|GS2A_20230821T182921_042638,2023-08-21,24
2023-09-14,sentinel-2a|2023-08-31T18:29:21.024000Z|R27|GS2A_20230831T182921_042781,2023-08-31,14
2023-09-14,sentinel-2a|2023-09-10T18:29:31.024000Z|R27|GS2A_20230910T182931_042924,2023-09-10,4
2023-09-14,sentinel-2b|2023-07-17T18:29:19.024000Z|R27|GS2B_20230717T182919_033229,2023-07-17,59
2023-09-14,sentinel-2b|2023-07-27T18:29:29.024000Z|R27|GS2B_20230727T182929_033372,2023-07-27,49
2023-09-14,sentinel-2b|2023-08-06T18:29:19.024000Z|R27|GS2B_20230806T182919_033515,2023-08-06,39
2023-09-14,sentinel-2b|2023-08-16T18:29:19.024000Z|R27|GS2B_20230816T182919_033658,2023-08-16,29
2023-09-14,sentinel-2b|2023-08-26T18:29:19.024000Z|R27|GS2B_20230826T182919_033801,2023-08-26,19
2023-09-14,sentinel-2b|2023-09-05T18:29:19.024000Z|R27|GS2B_20230905T182919_033944,2023-09-05,9
2023-09-22,sentinel-2a|2023-08-01T18:29:21.024000Z|R27|GS2A_20230801T182921_042352,2023-08-01,52
2023-09-22,sentinel-2a|2023-08-11T18:29:21.024000Z|R27|GS2A_20230811T182921_042495,2023-08-11,42
2023-09-22,sentinel-2a|2023-08-21T18:29:21.024000Z|R27|GS2A_20230821T182921_042638,2023-08-21,32
2023-09-22,sentinel-2a|2023-08-31T18:29:21.024000Z|R27|GS2A_20230831T182921_042781,2023-08-31,22
2023-09-22,sentinel-2a|2023-09-10T18:29:31.024000Z|R27|GS2A_20230910T182931_042924,2023-09-10,12
2023-09-22,sentinel-2a|2023-09-20T18:30:41.024000Z|R27|GS2A_20230920T183041_043067,2023-09-20,2
2023-09-22,sentinel-2b|2023-07-27T18:29:29.024000Z|R27|GS2B_20230727T182929_033372,2023-07-27,57
2023-09-22,sentinel-2b|2023-08-06T18:29:19.024000Z|R27|GS2B_20230806T182919_033515,2023-08-06,47
2023-09-22,sentinel-2b|2023-08-16T18:29:19.024000Z|R27|GS2B_20230816T182919_033658,2023-08-16,37
2023-09-22,sentinel-2b|2023-08-26T18:29:19.024000Z|R27|GS2B_20230826T182919_033801,2023-08-26,27
2023-09-22,sentinel-2b|2023-09-05T18:29:19.024000Z|R27|GS2B_20230905T182919_033944,2023-09-05,17
2023-09-22,sentinel-2b|2023-09-15T18:30:09.024000Z|R27|GS2B_20230915T183009_034087,2023-09-15,7
2023-09-30,sentinel-2a|2023-08-01T18:29:21.024000Z|R27|GS2A_20230801T182921_042352,2023-08-01,60
2023-09-30,sentinel-2a|2023-08-11T18:29:21.024000Z|R27|GS2A_20230811T182921_042495,2023-08-11,50
2023-09-30,sentinel-2a|2023-08-21T18:29:21.024000Z|R27|GS2A_20230821T182921_042638,2023-08-21,40
2023-09-30,sentinel-2a|2023-08-31T18:29:21.024000Z|R27|GS2A_20230831T182921_042781,2023-08-31,30
2023-09-30,sentinel-2a|2023-09-10T18:29:31.024000Z|R27|GS2A_20230910T182931_042924,2023-09-10,20
2023-09-30,sentinel-2a|2023-09-20T18:30:41.024000Z|R27|GS2A_20230920T183041_043067,2023-09-20,10
2023-09-30,sentinel-2b|2023-08-06T18:29:19.024000Z|R27|GS2B_20230806T182919_033515,2023-08-06,55
2023-09-30,sentinel-2b|2023-08-16T18:29:19.024000Z|R27|GS2B_20230816T182919_033658,2023-08-16,45
2023-09-30,sentinel-2b|2023-08-26T18:29:19.024000Z|R27|GS2B_20230826T182919_033801,2023-08-26,35
2023-09-30,sentinel-2b|2023-09-05T18:29:19.024000Z|R27|GS2B_20230905T182919_033944,2023-09-05,25
2023-09-30,sentinel-2b|2023-09-15T18:30:09.024000Z|R27|GS2B_20230915T183009_034087,2023-09-15,15
2023-09-30,sentinel-2b|2023-09-25T18:30:29.024000Z|R27|GS2B_20230925T183029_034230,2023-09-25,5
2023-10-08,sentinel-2a|2023-08-11T18:29:21.024000Z|R27|GS2A_20230811T182921_042495,2023-08-11,58
2023-10-08,sentinel-2a|2023-08-21T18:29:21.024000Z|R27|GS2A_20230821T182921_042638,2023-08-21,48
2023-10-08,sentinel-2a|2023-08-31T18:29:21.024000Z|R27|GS2A_20230831T182921_042781,2023-08-31,38
2023-10-08,sentinel-2a|2023-09-10T18:29:31.024000Z|R27|GS2A_20230910T182931_042924,2023-09-10,28
2023-10-08,sentinel-2a|2023-09-20T18:30:41.024000Z|R27|GS2A_20230920T183041_043067,2023-09-20,18
2023-10-08,sentinel-2a|2023-09-30T18:31:51.024000Z|R27|GS2A_20230930T183151_043210,2023-09-30,8
2023-10-08,sentinel-2b|2023-08-16T18:29:19.024000Z|R27|GS2B_20230816T182919_033658,2023-08-16,53
2023-10-08,sentinel-2b|2023-08-26T18:29:19.024000Z|R27|GS2B_20230826T182919_033801,2023-08-26,43
2023-10-08,sentinel-2b|2023-09-05T18:29:19.024000Z|R27|GS2B_20230905T182919_033944,2023-09-05,33
2023-10-08,sentinel-2b|2023-09-15T18:30:09.024000Z|R27|GS2B_20230915T183009_034087,2023-09-15,23
2023-10-08,sentinel-2b|2023-09-25T18:30:29.024000Z|R27|GS2B_20230925T183029_034230,2023-09-25,13
2023-10-08,sentinel-2b|2023-10-05T18:31:29.024000Z|R27|GS2B_20231005T183129_034373,2023-10-05,3
2023-10-16,sentinel-2a|2023-08-21T18:29:21.024000Z|R27|GS2A_20230821T182921_042638,2023-08-21,56
2023-10-16,sentinel-2a|2023-08-31T18:29:21.024000Z|R27|GS2A_20230831T182921_042781,2023-08-31,46
2023-10-16,sentinel-2a|2023-09-10T18:29:31.024000Z|R27|GS2A_20230910T182931_042924,2023-09-10,36
2023-10-16,sentinel-2a|2023-09-20T18:30:41.024000Z|R27|GS2A_20230920T183041_043067,2023-09-20,26
2023-10-16,sentinel-2a|2023-09-30T18:31:51.024000Z|R27|GS2A_20230930T183151_043210,2023-09-30,16
2023-10-16,sentinel-2a|2023-10-10T18:33:01.024000Z|R27|GS2A_20231010T183301_043353,2023-10-10,6
2023-10-16,sentinel-2b|2023-08-26T18:29:19.024000Z|R27|GS2B_20230826T182919_033801,2023-08-26,51
2023-10-16,sentinel-2b|2023-09-05T18:29:19.024000Z|R27|GS2B_20230905T182919_033944,2023-09-05,41
2023-10-16,sentinel-2b|2023-09-15T18:30:09.024000Z|R27|GS2B_20230915T183009_034087,2023-09-15,31
2023-10-16,sentinel-2b|2023-09-25T18:30:29.024000Z|R27|GS2B_20230925T183029_034230,2023-09-25,21
2023-10-16,sentinel-2b|2023-10-05T18:31:29.024000Z|R27|GS2B_20231005T183129_034373,2023-10-05,11
2023-10-24,sentinel-2a|2023-08-31T18:29:21.024000Z|R27|GS2A_20230831T182921_042781,2023-08-31,54
2023-10-24,sentinel-2a|2023-09-10T18:29:31.024000Z|R27|GS2A_20230910T182931_042924,2023-09-10,44
2023-10-24,sentinel-2a|2023-09-20T18:30:41.024000Z|R27|GS2A_20230920T183041_043067,2023-09-20,34
2023-10-24,sentinel-2a|2023-09-30T18:31:51.024000Z|R27|GS2A_20230930T183151_043210,2023-09-30,24
2023-10-24,sentinel-2a|2023-10-10T18:33:01.024000Z|R27|GS2A_20231010T183301_043353,2023-10-10,14
2023-10-24,sentinel-2a|2023-10-20T18:34:11.024000Z|R27|GS2A_20231020T183411_043496,2023-10-20,4
2023-10-24,sentinel-2b|2023-08-26T18:29:19.024000Z|R27|GS2B_20230826T182919_033801,2023-08-26,59
2023-10-24,sentinel-2b|2023-09-05T18:29:19.024000Z|R27|GS2B_20230905T182919_033944,2023-09-05,49
2023-10-24,sentinel-2b|2023-09-15T18:30:09.024000Z|R27|GS2B_20230915T183009_034087,2023-09-15,39
2023-10-24,sentinel-2b|2023-09-25T18:30:29.024000Z|R27|GS2B_20230925T183029_034230,2023-09-25,29
2023-10-24,sentinel-2b|2023-10-05T18:31:29.024000Z|R27|GS2B_20231005T183129_034373,2023-10-05,19
2024-05-03,sentinel-2a|2024-03-08T18:32:11.024000Z|R27|GS2A_20240308T183211_045498,2024-03-08,56
2024-05-03,sentinel-2a|2024-03-18T18:31:01.024000Z|R27|GS2A_20240318T183101_045641,2024-03-18,46
2024-05-03,sentinel-2a|2024-03-28T18:29:51.024000Z|R27|GS2A_20240328T182951_045784,2024-03-28,36
2024-05-03,sentinel-2a|2024-04-07T18:29:21.024000Z|R27|GS2A_20240407T182921_045927,2024-04-07,26
2024-05-03,sentinel-2a|2024-04-17T18:29:21.024000Z|R27|GS2A_20240417T182921_046070,2024-04-17,16
2024-05-03,sentinel-2a|2024-04-27T18:29:21.024000Z|R27|GS2A_20240427T182921_046213,2024-04-27,6
2024-05-03,sentinel-2b|2024-03-13T18:30:39.024000Z|R27|GS2B_20240313T183039_036661,2024-03-13,51
2024-05-03,sentinel-2b|2024-03-23T18:29:29.024000Z|R27|GS2B_20240323T182929_036804,2024-03-23,41
2024-05-03,sentinel-2b|2024-04-02T18:29:19.024000Z|R27|GS2B_20240402T182919_036947,2024-04-02,31
2024-05-03,sentinel-2b|2024-04-12T18:29:19.024000Z|R27|GS2B_20240412T182919_037090,2024-04-12,21
2024-05-03,sentinel-2b|2024-04-22T18:29:19.024000Z|R27|GS2B_20240422T182919_037233,2024-04-22,11
2024-05-03,sentinel-2b|2024-05-02T18:29:19.024000Z|R27|GS2B_20240502T182919_037376,2024-05-02,1
2024-05-11,sentinel-2a|2024-03-18T18:31:01.024000Z|R27|GS2A_20240318T183101_045641,2024-03-18,54
2024-05-11,sentinel-2a|2024-03-28T18:29:51.024000Z|R27|GS2A_20240328T182951_045784,2024-03-28,44
2024-05-11,sentinel-2a|2024-04-07T18:29:21.024000Z|R27|GS2A_20240407T182921_045927,2024-04-07,34
2024-05-11,sentinel-2a|2024-04-17T18:29:21.024000Z|R27|GS2A_20240417T182921_046070,2024-04-17,24
2024-05-11,sentinel-2a|2024-04-27T18:29:21.024000Z|R27|GS2A_20240427T182921_046213,2024-04-27,14
2024-05-11,sentinel-2a|2024-05-07T18:29:21.024000Z|R27|GS2A_20240507T182921_046356,2024-05-07,4
2024-05-11,sentinel-2b|2024-03-13T18:30:39.024000Z|R27|GS2B_20240313T183039_036661,2024-03-13,59
2024-05-11,sentinel-2b|2024-03-23T18:29:29.024000Z|R27|GS2B_20240323T182929_036804,2024-03-23,49
2024-05-11,sentinel-2b|2024-04-02T18:29:19.024000Z|R27|GS2B_20240402T182919_036947,2024-04-02,39
2024-05-11,sentinel-2b|2024-04-12T18:29:19.024000Z|R27|GS2B_20240412T182919_037090,2024-04-12,29
2024-05-11,sentinel-2b|2024-04-22T18:29:19.024000Z|R27|GS2B_20240422T182919_037233,2024-04-22,19
2024-05-11,sentinel-2b|2024-05-02T18:29:19.024000Z|R27|GS2B_20240502T182919_037376,2024-05-02,9
2024-05-19,sentinel-2a|2024-03-28T18:29:51.024000Z|R27|GS2A_20240328T182951_045784,2024-03-28,52
2024-05-19,sentinel-2a|2024-04-07T18:29:21.024000Z|R27|GS2A_20240407T182921_045927,2024-04-07,42
2024-05-19,sentinel-2a|2024-04-17T18:29:21.024000Z|R27|GS2A_20240417T182921_046070,2024-04-17,32
2024-05-19,sentinel-2a|2024-04-27T18:29:21.024000Z|R27|GS2A_20240427T182921_046213,2024-04-27,22
2024-05-19,sentinel-2a|2024-05-07T18:29:21.024000Z|R27|GS2A_20240507T182921_046356,2024-05-07,12
2024-05-19,sentinel-2a|2024-05-17T18:29:21.024000Z|R27|GS2A_20240517T182921_046499,2024-05-17,2
2024-05-19,sentinel-2b|2024-03-23T18:29:29.024000Z|R27|GS2B_20240323T182929_036804,2024-03-23,57
2024-05-19,sentinel-2b|2024-04-02T18:29:19.024000Z|R27|GS2B_20240402T182919_036947,2024-04-02,47
2024-05-19,sentinel-2b|2024-04-12T18:29:19.024000Z|R27|GS2B_20240412T182919_037090,2024-04-12,37
2024-05-19,sentinel-2b|2024-04-22T18:29:19.024000Z|R27|GS2B_20240422T182919_037233,2024-04-22,27
2024-05-19,sentinel-2b|2024-05-02T18:29:19.024000Z|R27|GS2B_20240502T182919_037376,2024-05-02,17
2024-05-19,sentinel-2b|2024-05-12T18:29:19.024000Z|R27|GS2B_20240512T182919_037519,2024-05-12,7
2024-05-27,sentinel-2a|2024-03-28T18:29:51.024000Z|R27|GS2A_20240328T182951_045784,2024-03-28,60
2024-05-27,sentinel-2a|2024-04-07T18:29:21.024000Z|R27|GS2A_20240407T182921_045927,2024-04-07,50
2024-05-27,sentinel-2a|2024-04-17T18:29:21.024000Z|R27|GS2A_20240417T182921_046070,2024-04-17,40
2024-05-27,sentinel-2a|2024-04-27T18:29:21.024000Z|R27|GS2A_20240427T182921_046213,2024-04-27,30
2024-05-27,sentinel-2a|2024-05-07T18:29:21.024000Z|R27|GS2A_20240507T182921_046356,2024-05-07,20
2024-05-27,sentinel-2a|2024-05-17T18:29:21.024000Z|R27|GS2A_20240517T182921_046499,2024-05-17,10
2024-05-27,sentinel-2b|2024-04-02T18:29:19.024000Z|R27|GS2B_20240402T182919_036947,2024-04-02,55
2024-05-27,sentinel-2b|2024-04-12T18:29:19.024000Z|R27|GS2B_20240412T182919_037090,2024-04-12,45
2024-05-27,sentinel-2b|2024-04-22T18:29:19.024000Z|R27|GS2B_20240422T182919_037233,2024-04-22,35
2024-05-27,sentinel-2b|2024-05-02T18:29:19.024000Z|R27|GS2B_20240502T182919_037376,2024-05-02,25
2024-05-27,sentinel-2b|2024-05-12T18:29:19.024000Z|R27|GS2B_20240512T182919_037519,2024-05-12,15
2024-05-27,sentinel-2b|2024-05-22T18:29:19.024000Z|R27|GS2B_20240522T182919_037662,2024-05-22,5
2024-06-04,sentinel-2a|2024-04-07T18:29:21.024000Z|R27|GS2A_20240407T182921_045927,2024-04-07,58
2024-06-04,sentinel-2a|2024-04-17T18:29:21.024000Z|R27|GS2A_20240417T182921_046070,2024-04-17,48
2024-06-04,sentinel-2a|2024-04-27T18:29:21.024000Z|R27|GS2A_20240427T182921_046213,2024-04-27,38
2024-06-04,sentinel-2a|2024-05-07T18:29:21.024000Z|R27|GS2A_20240507T182921_046356,2024-05-07,28
2024-06-04,sentinel-2a|2024-05-17T18:29:21.024000Z|R27|GS2A_20240517T182921_046499,2024-05-17,18
2024-06-04,sentinel-2a|2024-05-27T18:29:21.024000Z|R27|GS2A_20240527T182921_046642,2024-05-27,8
2024-06-04,sentinel-2b|2024-04-12T18:29:19.024000Z|R27|GS2B_20240412T182919_037090,2024-04-12,53
2024-06-04,sentinel-2b|2024-04-22T18:29:19.024000Z|R27|GS2B_20240422T182919_037233,2024-04-22,43
2024-06-04,sentinel-2b|2024-05-02T18:29:19.024000Z|R27|GS2B_20240502T182919_037376,2024-05-02,33
2024-06-04,sentinel-2b|2024-05-12T18:29:19.024000Z|R27|GS2B_20240512T182919_037519,2024-05-12,23
2024-06-04,sentinel-2b|2024-05-22T18:29:19.024000Z|R27|GS2B_20240522T182919_037662,2024-05-22,13
2024-06-04,sentinel-2b|2024-06-01T18:29:19.024000Z|R27|GS2B_20240601T182919_037805,2024-06-01,3
2024-06-12,sentinel-2a|2024-04-17T18:29:21.024000Z|R27|GS2A_20240417T182921_046070,2024-04-17,56
2024-06-12,sentinel-2a|2024-04-27T18:29:21.024000Z|R27|GS2A_20240427T182921_046213,2024-04-27,46
2024-06-12,sentinel-2a|2024-05-07T18:29:21.024000Z|R27|GS2A_20240507T182921_046356,2024-05-07,36
2024-06-12,sentinel-2a|2024-05-17T18:29:21.024000Z|R27|GS2A_20240517T182921_046499,2024-05-17,26
2024-06-12,sentinel-2a|2024-05-27T18:29:21.024000Z|R27|GS2A_20240527T182921_046642,2024-05-27,16
2024-06-12,sentinel-2a|2024-06-06T18:29:21.024000Z|R27|GS2A_20240606T182921_046785,2024-06-06,6
2024-06-12,sentinel-2b|2024-04-22T18:29:19.024000Z|R27|GS2B_20240422T182919_037233,2024-04-22,51
2024-06-12,sentinel-2b|2024-05-02T18:29:19.024000Z|R27|GS2B_20240502T182919_037376,2024-05-02,41
2024-06-12,sentinel-2b|2024-05-12T18:29:19.024000Z|R27|GS2B_20240512T182919_037519,2024-05-12,31
2024-06-12,sentinel-2b|2024-05-22T18:29:19.024000Z|R27|GS2B_20240522T182919_037662,2024-05-22,21
2024-06-12,sentinel-2b|2024-06-01T18:29:19.024000Z|R27|GS2B_20240601T182919_037805,2024-06-01,11
2024-06-12,sentinel-2b|2024-06-11T18:29:19.024000Z|R27|GS2B_20240611T182919_037948,2024-06-11,1
2024-06-20,sentinel-2a|2024-04-27T18:29:21.024000Z|R27|GS2A_20240427T182921_046213,2024-04-27,54
2024-06-20,sentinel-2a|2024-05-07T18:29:21.024000Z|R27|GS2A_20240507T182921_046356,2024-05-07,44
2024-06-20,sentinel-2a|2024-05-17T18:29:21.024000Z|R27|GS2A_20240517T182921_046499,2024-05-17,34
2024-06-20,sentinel-2a|2024-05-27T18:29:21.024000Z|R27|GS2A_20240527T182921_046642,2024-05-27,24
2024-06-20,sentinel-2a|2024-06-06T18:29:21.024000Z|R27|GS2A_20240606T182921_046785,2024-06-06,14
2024-06-20,sentinel-2a|2024-06-16T18:29:21.024000Z|R27|GS2A_20240616T182921_046928,2024-06-16,4
2024-06-20,sentinel-2b|2024-04-22T18:29:19.024000Z|R27|GS2B_20240422T182919_037233,2024-04-22,59
2024-06-20,sentinel-2b|2024-05-02T18:29:19.024000Z|R27|GS2B_20240502T182919_037376,2024-05-02,49
2024-06-20,sentinel-2b|2024-05-12T18:29:19.024000Z|R27|GS2B_20240512T182919_037519,2024-05-12,39
2024-06-20,sentinel-2b|2024-05-22T18:29:19.024000Z|R27|GS2B_20240522T182919_037662,2024-05-22,29
2024-06-20,sentinel-2b|2024-06-01T18:29:19.024000Z|R27|GS2B_20240601T182919_037805,2024-06-01,19
2024-06-20,sentinel-2b|2024-06-11T18:29:19.024000Z|R27|GS2B_20240611T182919_037948,2024-06-11,9
2024-06-28,sentinel-2a|2024-05-07T18:29:21.024000Z|R27|GS2A_20240507T182921_046356,2024-05-07,52
2024-06-28,sentinel-2a|2024-05-17T18:29:21.024000Z|R27|GS2A_20240517T182921_046499,2024-05-17,42
2024-06-28,sentinel-2a|2024-05-27T18:29:21.024000Z|R27|GS2A_20240527T182921_046642,2024-05-27,32
2024-06-28,sentinel-2a|2024-06-06T18:29:21.024000Z|R27|GS2A_20240606T182921_046785,2024-06-06,22
2024-06-28,sentinel-2a|2024-06-16T18:29:21.024000Z|R27|GS2A_20240616T182921_046928,2024-06-16,12
2024-06-28,sentinel-2a|2024-06-26T18:29:21.024000Z|R27|GS2A_20240626T182921_047071,2024-06-26,2
2024-06-28,sentinel-2b|2024-05-02T18:29:19.024000Z|R27|GS2B_20240502T182919_037376,2024-05-02,57
2024-06-28,sentinel-2b|2024-05-12T18:29:19.024000Z|R27|GS2B_20240512T182919_037519,2024-05-12,47
2024-06-28,sentinel-2b|2024-05-22T18:29:19.024000Z|R27|GS2B_20240522T182919_037662,2024-05-22,37
2024-06-28,sentinel-2b|2024-06-01T18:29:19.024000Z|R27|GS2B_20240601T182919_037805,2024-06-01,27
2024-06-28,sentinel-2b|2024-06-11T18:29:19.024000Z|R27|GS2B_20240611T182919_037948,2024-06-11,17
2024-06-28,sentinel-2b|2024-06-21T18:29:19.024000Z|R27|GS2B_20240621T182919_038091,2024-06-21,7
2024-07-06,sentinel-2a|2024-05-07T18:29:21.024000Z|R27|GS2A_20240507T182921_046356,2024-05-07,60
2024-07-06,sentinel-2a|2024-05-17T18:29:21.024000Z|R27|GS2A_20240517T182921_046499,2024-05-17,50
2024-07-06,sentinel-2a|2024-05-27T18:29:21.024000Z|R27|GS2A_20240527T182921_046642,2024-05-27,40
2024-07-06,sentinel-2a|2024-06-06T18:29:21.024000Z|R27|GS2A_20240606T182921_046785,2024-06-06,30
2024-07-06,sentinel-2a|2024-06-16T18:29:21.024000Z|R27|GS2A_20240616T182921_046928,2024-06-16,20
2024-07-06,sentinel-2a|2024-06-26T18:29:21.024000Z|R27|GS2A_20240626T182921_047071,2024-06-26,10
2024-07-06,sentinel-2b|2024-05-12T18:29:19.024000Z|R27|GS2B_20240512T182919_037519,2024-05-12,55
2024-07-06,sentinel-2b|2024-05-22T18:29:19.024000Z|R27|GS2B_20240522T182919_037662,2024-05-22,45
2024-07-06,sentinel-2b|2024-06-01T18:29:19.024000Z|R27|GS2B_20240601T182919_037805,2024-06-01,35
2024-07-06,sentinel-2b|2024-06-11T18:29:19.024000Z|R27|GS2B_20240611T182919_037948,2024-06-11,25
2024-07-06,sentinel-2b|2024-06-21T18:29:19.024000Z|R27|GS2B_20240621T182919_038091,2024-06-21,15
2024-07-06,sentinel-2b|2024-07-01T18:29:19.024000Z|R27|GS2B_20240701T182919_038234,2024-07-01,5
2024-07-14,sentinel-2a|2024-05-17T18:29:21.024000Z|R27|GS2A_20240517T182921_046499,2024-05-17,58
2024-07-14,sentinel-2a|2024-05-27T18:29:21.024000Z|R27|GS2A_20240527T182921_046642,2024-05-27,48
2024-07-14,sentinel-2a|2024-06-06T18:29:21.024000Z|R27|GS2A_20240606T182921_046785,2024-06-06,38
2024-07-14,sentinel-2a|2024-06-16T18:29:21.024000Z|R27|GS2A_20240616T182921_046928,2024-06-16,28
2024-07-14,sentinel-2a|2024-06-26T18:29:21.024000Z|R27|GS2A_20240626T182921_047071,2024-06-26,18
2024-07-14,sentinel-2a|2024-07-06T18:29:21.024000Z|R27|GS2A_20240706T182921_047214,2024-07-06,8
2024-07-14,sentinel-2b|2024-05-22T18:29:19.024000Z|R27|GS2B_20240522T182919_037662,2024-05-22,53
2024-07-14,sentinel-2b|2024-06-01T18:29:19.024000Z|R27|GS2B_20240601T182919_037805,2024-06-01,43
2024-07-14,sentinel-2b|2024-06-11T18:29:19.024000Z|R27|GS2B_20240611T182919_037948,2024-06-11,33
2024-07-14,sentinel-2b|2024-06-21T18:29:19.024000Z|R27|GS2B_20240621T182919_038091,2024-06-21,23
2024-07-14,sentinel-2b|2024-07-01T18:29:19.024000Z|R27|GS2B_20240701T182919_038234,2024-07-01,13
2024-07-14,sentinel-2b|2024-07-11T18:29:19.024000Z|R27|GS2B_20240711T182919_038377,2024-07-11,3
2024-07-22,sentinel-2a|2024-05-27T18:29:21.024000Z|R27|GS2A_20240527T182921_046642,2024-05-27,56
2024-07-22,sentinel-2a|2024-06-06T18:29:21.024000Z|R27|GS2A_20240606T182921_046785,2024-06-06,46
2024-07-22,sentinel-2a|2024-06-16T18:29:21.024000Z|R27|GS2A_20240616T182921_046928,2024-06-16,36
2024-07-22,sentinel-2a|2024-06-26T18:29:21.024000Z|R27|GS2A_20240626T182921_047071,2024-06-26,26
2024-07-22,sentinel-2a|2024-07-06T18:29:21.024000Z|R27|GS2A_20240706T182921_047214,2024-07-06,16
2024-07-22,sentinel-2a|2024-07-16T18:29:21.024000Z|R27|GS2A_20240716T182921_047357,2024-07-16,6
2024-07-22,sentinel-2b|2024-06-01T18:29:19.024000Z|R27|GS2B_20240601T182919_037805,2024-06-01,51
2024-07-22,sentinel-2b|2024-06-11T18:29:19.024000Z|R27|GS2B_20240611T182919_037948,2024-06-11,41
2024-07-22,sentinel-2b|2024-06-21T18:29:19.024000Z|R27|GS2B_20240621T182919_038091,2024-06-21,31
2024-07-22,sentinel-2b|2024-07-01T18:29:19.024000Z|R27|GS2B_20240701T182919_038234,2024-07-01,21
2024-07-22,sentinel-2b|2024-07-11T18:29:19.024000Z|R27|GS2B_20240711T182919_038377,2024-07-11,11
2024-07-22,sentinel-2b|2024-07-21T18:29:19.024000Z|R27|GS2B_20240721T182919_038520,2024-07-21,1
2024-07-30,sentinel-2a|2024-06-06T18:29:21.024000Z|R27|GS2A_20240606T182921_046785,2024-06-06,54
2024-07-30,sentinel-2a|2024-06-16T18:29:21.024000Z|R27|GS2A_20240616T182921_046928,2024-06-16,44
2024-07-30,sentinel-2a|2024-06-26T18:29:21.024000Z|R27|GS2A_20240626T182921_047071,2024-06-26,34
2024-07-30,sentinel-2a|2024-07-06T18:29:21.024000Z|R27|GS2A_20240706T182921_047214,2024-07-06,24
2024-07-30,sentinel-2a|2024-07-16T18:29:21.024000Z|R27|GS2A_20240716T182921_047357,2024-07-16,14
2024-07-30,sentinel-2a|2024-07-26T18:29:21.024000Z|R27|GS2A_20240726T182921_047500,2024-07-26,4
2024-07-30,sentinel-2b|2024-06-01T18:29:19.024000Z|R27|GS2B_20240601T182919_037805,2024-06-01,59
2024-07-30,sentinel-2b|2024-06-11T18:29:19.024000Z|R27|GS2B_20240611T182919_037948,2024-06-11,49
2024-07-30,sentinel-2b|2024-06-21T18:29:19.024000Z|R27|GS2B_20240621T182919_038091,2024-06-21,39
2024-07-30,sentinel-2b|2024-07-01T18:29:19.024000Z|R27|GS2B_20240701T182919_038234,2024-07-01,29
2024-07-30,sentinel-2b|2024-07-11T18:29:19.024000Z|R27|GS2B_20240711T182919_038377,2024-07-11,19
2024-07-30,sentinel-2b|2024-07-21T18:29:19.024000Z|R27|GS2B_20240721T182919_038520,2024-07-21,9
2024-08-07,sentinel-2a|2024-06-16T18:29:21.024000Z|R27|GS2A_20240616T182921_046928,2024-06-16,52
2024-08-07,sentinel-2a|2024-06-26T18:29:21.024000Z|R27|GS2A_20240626T182921_047071,2024-06-26,42
2024-08-07,sentinel-2a|2024-07-06T18:29:21.024000Z|R27|GS2A_20240706T182921_047214,2024-07-06,32
2024-08-07,sentinel-2a|2024-07-16T18:29:21.024000Z|R27|GS2A_20240716T182921_047357,2024-07-16,22
